date,air_temperature,relative_humidity,wind_speed
2018-11-04,8.6,60.0,4.1
2018-11-05,8.75,66.0,2.7
2018-11-06,3.7,85.0,3.6
2018-11-07,1.85,92.0,2.4
2018-11-08,3.75,82.0,3.0
2018-11-09,3.05,94.0,2.4
2018-11-10,4.85,70.0,5.9
2018-11-11,10.2,62.0,6.1
2018-11-12,10.1,78.0,3.7
2018-11-13,5.35,93.0,2.3
2018-11-14,2.15,83.0,3.0
2018-11-15,6.15,77.0,2.7
2018-11-16,9.2,76.0,2.0
2018-11-17,7.0,98.0,1.5
2018-11-18,2.9,91.0,3.2
2018-11-19,-1.85,91.0,2.7
2018-11-20,-2.45,94.0,2.9
2018-11-21,-2.25,84.0,3.9
2018-11-22,-3.9,84.0,3.5
2018-11-23,-1.05,95.0,1.9
2018-11-24,0.15,99.0,1.7
2018-11-25,0.95,92.0,4.0
2018-11-26,1.8,90.0,3.9
2018-11-27,-1.5,91.0,3.6
2018-11-28,-4.949999999999999,74.0,4.6
2018-11-29,1.95,57.0,6.2
2018-11-30,7.55,57.0,6.9
2018-12-01,8.0,55.0,5.8
2018-12-02,6.15,58.0,5.0
2018-12-03,3.35,85.0,2.8
2018-12-04,2.5,85.0,10.4
2018-12-05,1.5,85.0,6.9
2018-12-06,-1.4,88.0,3.6
2018-12-07,-3.05,85.0,2.8
2018-12-08,-0.7000000000000001,89.0,2.5
2018-12-09,0.15,95.0,2.8
2018-12-10,1.3,86.0,4.5
2018-12-11,1.3,94.0,2.7
2018-12-12,-5.1,90.0,3.5
2018-12-13,-10.5,86.0,3.8
2018-12-14,-13.2,85.0,3.6
2018-12-15,-12.3,77.0,3.9
2018-12-16,-2.5,58.0,6.0
2018-12-17,-1.15,75.0,3.1
2018-12-18,-5.300000000000001,76.0,4.1
2018-12-19,-1.6,59.0,6.7
2018-12-20,3.3,60.0,8.1
2018-12-21,1.25,59.0,6.2
2018-12-22,-1.15,61.0,4.1
2018-12-23,-4.05,76.0,3.2
2018-12-24,-1.2,86.0,6.0
2018-12-25,4.5,84.0,11.0
2018-12-26,5.1,91.0,5.3
2018-12-27,4.65,90.0,3.8
2018-12-28,4.05,92.0,3.5
2018-12-29,3.9,85.0,6.8
2018-12-30,2.05,92.0,3.5
2018-12-31,3.3,77.0,5.4
2019-01-01,4.15,79.0,7.7
2019-01-02,1.5499999999999998,90.0,6.8
2019-01-03,3.2,92.0,7.8
2019-01-04,6.2,94.0,8.1
2019-01-05,5.75,97.0,2.9
2019-01-06,5.3,94.0,4.5
2019-01-07,3.6,81.0,4.3
2019-01-08,1.5,88.0,3.7
2019-01-09,1.2,85.0,4.7
2019-01-10,2.6,88.0,7.4
2019-01-11,3.5,86.0,15.6
2019-01-12,1.7000000000000002,94.0,3.6
2019-01-13,0.3,89.0,7.6
2019-01-14,-0.6,84.0,7.7
2019-01-15,-3.1,90.0,3.6
2019-01-16,-8.25,88.0,3.3
2019-01-17,-5.9,90.0,4.0
2019-01-18,-2.25,92.0,6.4
2019-01-19,-1.25,88.0,7.0
2019-01-20,-4.25,92.0,2.9
2019-01-21,-9.25,90.0,2.9
2019-01-22,-10.0,89.0,3.0
2019-01-23,-11.35,84.0,3.0
2019-01-24,-9.85,82.0,2.9
2019-01-25,-6.6,75.0,4.0
2019-01-26,-4.25,55.0,7.1
2019-01-27,-4.65,54.0,6.5
2019-01-28,-4.85,61.0,3.9
2019-01-29,-6.949999999999999,69.0,3.0
2019-01-30,-6.6,66.0,3.2
2019-01-31,-1.7000000000000002,51.0,5.6
2019-02-01,-1.7,57.0,4.6
2019-02-02,-4.2,61.0,5.6
2019-02-03,-7.199999999999999,67.0,3.5
2019-02-04,-8.55,81.0,2.3
2019-02-05,-12.4,82.0,3.3
2019-02-06,-9.45,79.0,3.0
2019-02-07,-0.6499999999999999,65.0,2.9
2019-02-08,0.8,86.0,3.1
2019-02-09,0.85,76.0,3.3
2019-02-10,0.7,92.0,3.9
2019-02-11,0.4,90.0,6.9
2019-02-12,0.2499999999999999,86.0,5.0
2019-02-13,3.35,82.0,8.3
2019-02-14,5.0,72.0,7.0
2019-02-15,4.8,94.0,2.5
2019-02-16,2.85,83.0,6.4
2019-02-17,2.6,73.0,3.3
2019-02-18,5.55,59.0,3.5
2019-02-19,5.300000000000001,71.0,4.0
2019-02-20,1.7,75.0,3.4
2019-02-21,0.9,76.0,5.5
2019-02-22,1.75,87.0,2.7
2019-02-23,2.35,95.0,1.8
2019-02-24,3.75,79.0,9.2
2019-02-25,6.35,81.0,7.1
2019-02-26,6.300000000000001,77.0,3.5
2019-02-27,5.65,74.0,11.1
2019-02-28,3.85,91.0,9.0
2019-03-01,1.7,83.0,6.8
2019-03-02,1.35,92.0,5.3
2019-03-03,0.15,75.0,5.0
2019-03-04,-1.35,72.0,3.6
2019-03-05,-6.35,69.0,4.2
2019-03-06,-7.8,68.0,4.1
2019-03-07,-4.199999999999999,79.0,3.8
2019-03-08,-1.55,81.0,6.4
2019-03-09,-1.65,75.0,5.5
2019-03-10,-6.0,76.0,2.8
2019-03-11,-5.2,76.0,3.2
2019-03-12,-2.7,58.0,7.4
2019-03-13,-0.6000000000000001,69.0,5.8
2019-03-14,0.0999999999999999,85.0,1.7
2019-03-15,0.8,70.0,2.5
2019-03-16,-0.75,73.0,2.6
2019-03-17,0.25,68.0,4.9
2019-03-18,1.35,72.0,5.3
2019-03-19,3.25,60.0,3.7
2019-03-20,4.45,85.0,5.6
2019-03-21,4.6,69.0,8.2
2019-03-22,4.7,54.0,6.8
2019-03-23,5.1,80.0,9.8
2019-03-24,1.7999999999999998,91.0,3.7
2019-03-25,-0.5,85.0,6.8
2019-03-26,1.65,84.0,5.0
2019-03-27,3.55,87.0,4.9
2019-03-28,5.949999999999999,71.0,4.9
2019-03-29,7.15,84.0,6.9
2019-03-30,2.2,90.0,5.9
2019-03-31,0.5,88.0,8.3
2019-04-01,1.2,77.0,2.2
2019-04-02,3.0,52.0,3.4
2019-04-03,5.25,53.0,3.2
2019-04-04,4.6,68.0,3.4
2019-04-05,6.4,56.0,6.5
2019-04-06,5.1,57.0,5.1
2019-04-07,4.800000000000001,64.0,4.5
2019-04-08,2.0,60.0,3.2
2019-04-09,0.7000000000000001,52.0,3.7
2019-04-10,-0.8500000000000001,51.0,3.6
2019-04-11,-0.3,46.0,3.4
2019-04-12,0.65,55.0,3.6
2019-04-13,1.4500000000000002,59.0,3.9
2019-04-14,2.3,49.0,3.8
2019-04-15,3.3,48.0,3.7
2019-04-16,6.3,37.0,4.1
2019-04-17,9.15,43.0,3.8
2019-04-18,8.05,54.0,2.7
2019-04-19,9.55,53.0,3.0
2019-04-20,9.8,58.0,3.0
2019-04-21,9.8,83.0,1.9
2019-04-22,10.35,64.0,2.7
2019-04-23,12.7,49.0,4.2
2019-04-24,15.45,34.0,5.5
2019-04-25,15.5,33.0,6.1
2019-04-26,15.8,46.0,5.5
2019-04-27,16.1,42.0,5.4
2019-04-28,16.25,42.0,3.9
2019-04-29,13.1,73.0,3.8
2019-04-30,10.4,87.0,3.4
2019-05-01,7.2,87.0,4.4
2019-05-02,3.95,74.0,5.1
2019-05-03,2.4,68.0,4.1
2019-05-04,3.5,81.0,8.6
2019-05-05,2.9,89.0,5.0
2019-05-06,2.3,76.0,4.2
2019-05-07,3.05,78.0,5.8
2019-05-08,4.4,64.0,4.3
2019-05-09,5.949999999999999,58.0,5.8
2019-05-10,9.8,62.0,5.5
2019-05-11,7.2,85.0,5.7
2019-05-12,5.35,65.0,7.1
2019-05-13,4.949999999999999,77.0,5.1
2019-05-14,5.65,83.0,2.3
2019-05-15,9.35,84.0,2.2
2019-05-16,10.3,82.0,3.8
2019-05-17,12.4,65.0,3.2
2019-05-18,16.75,44.0,4.7
2019-05-19,16.5,65.0,3.8
2019-05-20,15.05,67.0,2.8
2019-05-21,16.15,70.0,2.6
2019-05-22,18.15,65.0,3.9
2019-05-23,16.8,82.0,5.4
2019-05-24,12.25,72.0,5.2
2019-05-25,10.75,70.0,5.3
2019-05-26,8.3,68.0,4.7
2019-05-27,7.5,70.0,3.8
2019-05-28,6.6,74.0,4.2
2019-05-29,5.55,75.0,5.9
2019-05-30,5.95,82.0,5.2
2019-05-31,5.9,86.0,8.4
2019-06-01,7.8,72.0,4.4
2019-06-02,10.85,68.0,2.4
2019-06-03,15.0,64.0,4.0
2019-06-04,14.3,77.0,3.6
2019-06-05,13.55,73.0,3.6
2019-06-06,16.95,69.0,3.2
2019-06-07,17.8,81.0,4.7
2019-06-08,14.45,77.0,2.7
2019-06-09,16.75,73.0,3.8
2019-06-10,13.1,78.0,3.3
2019-06-11,12.8,64.0,2.7
2019-06-12,14.15,60.0,4.4
2019-06-13,14.25,70.0,5.3
2019-06-14,15.3,73.0,3.6
2019-06-15,15.9,72.0,2.5
2019-06-16,16.950000000000003,75.0,4.9
2019-06-17,15.55,75.0,3.9
2019-06-18,14.75,75.0,4.1
2019-06-19,14.85,68.0,3.2
2019-06-20,16.5,76.0,3.7
2019-06-21,14.1,82.0,4.4
2019-06-22,11.9,74.0,6.3
2019-06-23,11.65,76.0,6.0
2019-06-24,12.9,64.0,2.8
2019-06-25,14.0,80.0,3.7
2019-06-26,13.2,74.0,7.1
2019-06-27,11.45,84.0,8.0
2019-06-28,11.1,87.0,5.4
2019-06-29,12.2,91.0,5.7
2019-06-30,12.5,91.0,3.9
2019-07-01,12.2,87.0,5.7
2019-07-02,9.0,75.0,7.7
2019-07-03,8.1,81.0,6.4
2019-07-04,7.85,84.0,4.9
2019-07-05,9.45,86.0,8.2
2019-07-06,10.3,82.0,3.0
2019-07-07,11.2,83.0,2.7
2019-07-08,10.85,92.0,5.2
2019-07-09,12.1,86.0,3.3
2019-07-10,12.6,84.0,2.8
2019-07-11,12.9,80.0,3.6
2019-07-12,13.15,79.0,3.8
2019-07-13,12.8,76.0,3.9
2019-07-14,12.15,74.0,4.6
2019-07-15,10.95,89.0,4.7
2019-07-16,11.45,79.0,4.0
2019-07-17,12.4,75.0,3.3
2019-07-18,16.6,64.0,3.1
2019-07-19,19.55,64.0,5.0
2019-07-20,18.5,62.0,3.4
2019-07-21,20.15,70.0,4.4
2019-07-22,17.55,73.0,3.1
2019-07-23,19.2,73.0,3.1
2019-07-24,20.75,74.0,2.6
2019-07-25,22.8,73.0,3.7
2019-07-26,22.3,76.0,2.9
2019-07-27,25.200000000000003,61.0,3.3
2019-07-28,25.65,61.0,3.1
2019-07-29,26.05,54.0,4.3
2019-07-30,20.75,53.0,7.4
2019-07-31,17.5,48.0,5.3
2019-08-01,16.8,69.0,4.2
2019-08-02,15.2,72.0,4.8
2019-08-03,14.4,70.0,3.4
2019-08-04,14.0,71.0,4.1
2019-08-05,13.55,74.0,2.2
2019-08-06,12.05,77.0,4.2
2019-08-07,14.25,83.0,4.7
2019-08-08,15.75,87.0,5.2
2019-08-09,15.7,81.0,4.1
2019-08-10,18.700000000000003,61.0,5.7
2019-08-11,19.55,68.0,4.4
2019-08-12,16.65,93.0,6.1
2019-08-13,12.5,86.0,6.3
2019-08-14,12.0,74.0,3.3
2019-08-15,12.8,66.0,3.4
2019-08-16,15.5,72.0,3.0
2019-08-17,15.65,71.0,5.4
2019-08-18,16.85,71.0,3.3
2019-08-19,14.75,73.0,3.0
2019-08-20,14.0,83.0,3.3
2019-08-21,13.3,75.0,4.6
2019-08-22,12.4,72.0,4.0
2019-08-23,14.35,80.0,3.0
2019-08-24,14.95,79.0,2.1
2019-08-25,16.5,85.0,2.5
2019-08-26,16.0,82.0,2.2
2019-08-27,17.15,77.0,2.3
2019-08-28,19.75,65.0,4.0
2019-08-29,19.75,82.0,4.0
2019-08-30,15.65,70.0,4.7
2019-08-31,18.55,66.0,5.1
2019-09-01,18.05,70.0,5.4
2019-09-02,12.4,74.0,3.2
2019-09-03,9.5,80.0,4.0
2019-09-04,10.75,71.0,3.1
2019-09-05,11.05,88.0,7.4
2019-09-06,9.85,74.0,3.3
2019-09-07,9.7,86.0,2.3
2019-09-08,8.95,77.0,3.2
2019-09-09,12.15,68.0,4.4
2019-09-10,15.25,75.0,3.4
2019-09-11,16.95,67.0,4.6
2019-09-12,13.25,84.0,4.1
2019-09-13,9.95,79.0,8.2
2019-09-14,9.0,81.0,6.3
2019-09-15,9.4,87.0,5.3
2019-09-16,9.7,81.0,9.5
2019-09-17,8.25,81.0,6.0
2019-09-18,8.35,84.0,6.3
2019-09-19,7.0,90.0,3.2
2019-09-20,8.15,88.0,7.0
2019-09-21,11.75,87.0,7.2
2019-09-22,10.75,83.0,3.6
2019-09-23,9.7,79.0,3.3
2019-09-24,8.95,86.0,2.8
2019-09-25,8.65,76.0,3.3
2019-09-26,9.25,67.0,4.1
2019-09-27,11.85,60.0,5.9
2019-09-28,13.05,66.0,4.7
2019-09-29,10.7,89.0,3.4
2019-09-30,5.5,91.0,2.9
2019-10-01,1.65,94.0,3.0
2019-10-02,4.4,89.0,2.2
2019-10-03,5.75,76.0,4.7
2019-10-04,3.5500000000000003,64.0,4.1
2019-10-05,0.6,70.0,3.0
2019-10-06,0.35,72.0,3.0
2019-10-07,2.55,82.0,3.3
2019-10-08,3.6,67.0,4.1
2019-10-09,6.4,63.0,4.7
2019-10-10,4.15,84.0,2.9
2019-10-11,3.6,92.0,2.9
2019-10-12,4.05,92.0,2.9
2019-10-13,4.199999999999999,87.0,3.4
2019-10-14,1.7,86.0,3.4
2019-10-15,1.2,83.0,3.0
2019-10-16,5.15,72.0,5.5
2019-10-17,8.25,64.0,4.3
2019-10-18,8.1,85.0,1.7
2019-10-19,5.949999999999999,82.0,2.4
2019-10-20,4.9,68.0,3.7
2019-10-21,4.1,80.0,2.5
2019-10-22,7.7,64.0,9.8
2019-10-23,7.0,86.0,2.4
2019-10-24,8.0,69.0,2.7
2019-10-25,8.15,85.0,6.0
2019-10-26,1.7,92.0,2.9
2019-10-27,0.4,91.0,3.2
2019-10-28,2.9,85.0,5.5
2019-10-29,4.15,86.0,5.6
2019-10-30,4.6,83.0,7.3
2019-10-31,4.75,89.0,4.8
2019-11-01,3.6,89.0,2.1
2019-11-02,1.2,95.0,2.1
2019-11-03,-2.45,89.0,3.3
2019-11-04,-5.6,71.0,4.4
2019-11-05,-6.5,74.0,3.6
2019-11-06,-5.9,66.0,2.8
2019-11-07,-3.9,74.0,2.3
2019-11-08,-5.25,76.0,2.9
2019-11-09,-5.6,76.0,2.7
2019-11-10,-4.800000000000001,72.0,3.3
2019-11-11,-3.75,62.0,3.7
2019-11-12,-1.9,71.0,3.5
2019-11-13,2.95,69.0,2.1
2019-11-14,-1.35,87.0,2.7
2019-11-15,-4.25,81.0,3.5
2019-11-16,-2.0,75.0,3.6
2019-11-17,2.55,73.0,3.2
2019-11-18,1.7,84.0,3.5
2019-11-19,2.5,97.0,2.0
2019-11-20,0.5,86.0,2.5
2019-11-21,1.1,77.0,4.2
2019-11-22,4.8,71.0,4.4
2019-11-23,5.15,73.0,3.3
2019-11-24,2.25,86.0,2.5
2019-11-25,0.9,91.0,1.2
2019-11-26,-0.25,97.0,1.2
2019-11-27,-1.0,80.0,3.8
2019-11-28,-1.05,82.0,1.9
2019-11-29,-0.1499999999999999,74.0,6.7
2019-11-30,0.35,81.0,7.6
2019-12-01,0.75,83.0,7.8
2019-12-02,0.3999999999999999,86.0,6.6
2019-12-03,2.0,91.0,4.8
2019-12-04,4.7,89.0,2.9
2019-12-05,2.8,88.33333333333333,3.4333333333333336
2019-12-06,2.5999999999999996,87.66666666666667,3.966666666666667
2019-12-07,2.4,87.0,4.5
2019-12-08,0.85,78.0,3.9
2019-12-09,-1.15,90.0,3.5
2019-12-10,-1.2,76.0,7.1
2019-12-11,3.5,55.0,7.6
2019-12-12,5.5,52.0,4.8
2019-12-13,4.4,56.0,4.7
2019-12-14,4.15,59.0,6.2
2019-12-15,3.25,69.0,3.6
2019-12-16,0.25,82.0,2.3
2019-12-17,-1.95,92.0,2.5
2019-12-18,-3.3,86.0,3.0
2019-12-19,-0.9,81.0,2.9
2019-12-20,1.55,75.0,2.8
2019-12-21,5.4,69.0,4.4
2019-12-22,2.9,94.0,1.7
2019-12-23,-0.05,98.0,1.7
2019-12-24,-4.25,93.0,2.1
2019-12-25,-6.0,86.0,3.8
2019-12-26,-2.9,96.0,2.2
2019-12-27,-3.35,80.0,3.4
2019-12-28,-0.8499999999999999,67.0,3.3
2019-12-29,4.65,83.0,4.0
2019-12-30,6.4,81.0,10.2
2019-12-31,4.2,81.0,9.6
