date,power_MW
2019-03-19,17656.083
2019-03-20,16796.875
2019-03-21,16314.167
2019-03-22,17059.417
2019-03-23,16032.208
2019-03-24,16236.042
2019-03-25,17106.792
2019-03-26,17283.708
2019-03-27,16469.167
2019-03-28,16076.792
2019-03-29,15715.792
2019-03-30,15537.125
2019-03-31,15728.917
2019-04-01,17105.958
2019-04-02,16603.458
2019-04-03,16637.167
2019-04-04,15939.292
2019-04-05,15402.542
2019-04-06,14878.417
2019-04-07,14841.875
2019-04-08,16168.25
2019-04-09,16509.625
2019-04-10,16709.0
2019-04-11,16864.333
2019-04-12,16478.042
2019-04-13,15193.167
2019-04-14,14765.792
2019-04-15,15378.5
2019-04-16,15094.0
2019-04-17,14401.0
2019-04-18,13120.333
2019-04-19,12687.625
2019-04-20,12354.0
2019-04-21,12118.833
2019-04-22,12303.417
2019-04-23,13173.25
2019-04-24,13251.5
2019-04-25,13212.875
2019-04-26,13125.25
2019-04-27,12227.208
2019-04-28,12227.25
2019-04-29,13149.333
2019-04-30,12801.833
2019-05-01,12498.417
2019-05-02,14017.417
2019-05-03,14880.333
2019-05-04,13984.208
2019-05-05,13991.292
2019-05-06,15267.167
2019-05-07,15116.25
2019-05-08,14716.958
2019-05-09,14898.417
2019-05-10,14225.833
2019-05-11,13203.708
2019-05-12,13297.375
2019-05-13,14219.333
2019-05-14,13863.667
2019-05-15,13405.875
2019-05-16,12688.167
2019-05-17,11085.875
2019-05-18,11527.417
2019-05-19,11518.875
2019-05-20,12492.542
2019-05-21,12462.833
2019-05-22,12339.708
2019-05-23,12648.542
2019-05-24,12897.0
2019-05-25,12258.042
2019-05-26,12153.958
2019-05-27,13383.625
2019-05-28,13553.292
2019-05-29,13498.333
2019-05-30,12936.792
2019-05-31,13087.542
2019-06-01,12284.375
2019-06-02,12081.583
2019-06-03,12900.417
2019-06-04,12773.833
2019-06-05,13006.333
2019-06-06,12544.083
2019-06-07,12287.875
2019-06-08,11310.667
2019-06-09,11065.292
2019-06-10,11516.0
2019-06-11,12560.208
2019-06-12,12738.875
2019-06-13,12678.167
2019-06-14,12414.625
2019-06-15,11581.167
2019-06-16,11386.667
2019-06-17,12365.667
2019-06-18,12460.417
2019-06-19,12572.5
2019-06-20,12495.083
2019-06-21,12199.583
2019-06-22,11617.5
2019-06-23,11571.333
2019-06-24,12643.875
2019-06-25,12698.0
2019-06-26,12385.542
2019-06-27,12340.417
2019-06-28,12388.458
2019-06-29,11444.75
2019-06-30,11238.0
2019-07-01,12020.5
2019-07-02,12347.875
2019-07-03,12590.5
2019-07-04,12590.958
2019-07-05,12535.875
2019-07-06,11619.292
2019-07-07,11507.5
2019-07-08,12140.542
2019-07-09,12050.667
2019-07-10,11878.667
2019-07-11,11835.125
2019-07-12,11601.208
2019-07-13,10880.833
2019-07-14,10834.792
2019-07-15,11629.167
2019-07-16,11583.917
2019-07-17,11392.375
2019-07-18,11407.25
2019-07-19,11194.333
2019-07-20,10651.083
2019-07-21,10364.958
2019-07-22,11160.917
2019-07-23,10983.917
2019-07-24,10892.167
2019-07-25,10894.292
2019-07-26,10960.625
2019-07-27,10313.583
2019-07-28,10302.708
2019-07-29,11290.292
2019-07-30,11210.792
2019-07-31,11424.5
2019-08-01,11460.083
2019-08-02,11484.917
2019-08-03,10704.042
2019-08-04,10625.417
2019-08-05,11784.917
2019-08-06,11791.417
2019-08-07,11673.875
2019-08-08,11752.958
2019-08-09,11858.0
2019-08-10,10986.917
2019-08-11,10458.75
2019-08-12,11680.208
2019-08-13,11932.917
2019-08-14,12197.042
2019-08-15,12345.458
2019-08-16,12021.042
2019-08-17,11241.458
2019-08-18,11119.667
2019-08-19,12155.0
2019-08-20,12297.583
2019-08-21,12401.833
2019-08-22,12544.125
2019-08-23,12492.958
2019-08-24,11289.875
2019-08-25,11120.292
2019-08-26,12084.583
2019-08-27,12036.208
2019-08-28,11909.625
2019-08-29,11919.5
2019-08-30,11908.958
2019-08-31,11286.542
2019-09-01,11164.542
2019-09-02,12549.667
2019-09-03,12516.833
2019-09-04,12973.0
2019-09-05,12893.375
2019-09-06,13167.625
2019-09-07,12388.417
2019-09-08,12291.5
2019-09-09,12992.0
2019-09-10,12801.417
2019-09-11,12688.625
2019-09-12,12795.917
2019-09-13,12905.667
2019-09-14,12740.75
2019-09-15,12201.333
2019-09-16,13438.75
2019-09-17,13749.042
2019-09-18,13693.458
2019-09-19,14212.125
2019-09-20,13576.292
2019-09-21,12320.0
2019-09-22,12226.292
2019-09-23,13457.333
2019-09-24,13498.208
2019-09-25,13469.875
2019-09-26,13430.208
2019-09-27,13504.083
2019-09-28,12424.75
2019-09-29,12428.083
2019-09-30,14079.0
2019-10-01,14255.292
2019-10-02,14267.542
2019-10-03,14893.417
2019-10-04,15171.0
2019-10-05,14713.833
2019-10-06,14567.375
2019-10-07,15698.792
2019-10-08,15788.708
2019-10-09,15305.0
2019-10-10,14841.75
2019-10-11,14791.833
2019-10-12,13885.25
2019-10-13,13969.625
2019-10-14,15186.708
2019-10-15,15464.875
2019-10-16,15583.083
2019-10-17,15438.917
2019-10-18,15168.208
2019-10-19,14622.125
2019-10-20,14865.708
2019-10-21,16396.833
2019-10-22,15698.167
2019-10-23,15376.125
2019-10-24,15230.625
2019-10-25,14995.042
2019-10-26,15027.208
2019-10-27,15343.594
2019-10-28,16778.583
2019-10-29,17287.542
2019-10-30,17525.917
2019-10-31,16914.417
2019-11-01,17135.542
2019-11-02,16487.5
2019-11-03,16732.875
2019-11-04,18089.792
2019-11-05,18889.042
2019-11-06,19289.75
2019-11-07,19419.542
2019-11-08,19582.75
2019-11-09,18575.0
2019-11-10,18368.833
2019-11-11,19908.083
2019-11-12,19063.042
2019-11-13,18309.75
2019-11-14,18404.5
2019-11-15,18244.458
2019-11-16,17489.083
2019-11-17,16972.875
2019-11-18,18347.667
2019-11-19,17657.375
2019-11-20,18196.75
2019-11-21,17763.708
2019-11-22,17209.375
2019-11-23,16453.875
2019-11-24,16562.75
2019-11-25,17876.292
2019-11-26,18045.167
2019-11-27,18244.417
2019-11-28,18729.042
2019-11-29,19178.875
2019-11-30,18785.208
2019-12-01,18870.042
2019-12-02,20119.125
2019-12-03,19189.542
2019-12-04,18227.875
2019-12-05,17886.792
2019-12-06,17843.875
2019-12-07,17471.125
2019-12-08,17673.042
2019-12-09,18827.875
2019-12-10,19915.75
2019-12-11,18209.25
2019-12-12,18211.833
2019-12-13,18387.708
2019-12-14,17573.125
2019-12-15,17322.458
2019-12-16,18918.083
2019-12-17,19210.125
2019-12-18,19569.458
2019-12-19,19682.042
2019-12-20,18356.5
2019-12-21,16966.375
2019-12-22,16975.042
2019-12-23,17890.625
2019-12-24,17485.875
2019-12-25,17338.25
2019-12-26,18138.792
2019-12-27,19196.5
2019-12-28,18370.625
2019-12-29,16375.125
2019-12-30,16456.292
2019-12-31,17155.458
