date,power_MW,air_temperature,relative_humidity,wind_speed
2018-02-10,18733.792,2.6,54.0,5.2
2018-02-11,18609.417,0.9,55.0,9.0
2018-02-12,19919.583,-0.1,56.0,5.8
2018-02-13,19930.5,-1.5499999999999998,74.0,2.7
2018-02-14,19402.25,0.5,50.0,5.2
2018-02-15,19743.625,2.6500000000000004,49.0,7.3
2018-02-16,19566.333,1.15,58.0,6.2
2018-02-17,18809.25,-1.6,95.0,2.0
2018-02-18,18322.875,-5.65,81.0,3.2
2018-02-19,19701.75,-7.4,74.0,3.2
2018-02-20,20056.583,-6.550000000000001,79.0,2.7
2018-02-21,20079.625,-4.6,90.0,2.6
2018-02-22,20079.5,-1.8,95.0,2.0
2018-02-23,19880.875,-1.05,88.0,3.1
2018-02-24,19081.667,-2.95,78.0,3.0
2018-02-25,19238.083,-4.65,66.0,5.1
2018-02-26,21132.708,-10.15,64.0,3.7
2018-02-27,21494.25,-11.5,62.0,4.3
2018-02-28,22105.667,-14.95,61.0,3.7
2018-03-01,22069.875,-14.65,55.0,3.5
2018-03-02,21650.792,-11.0,54.0,3.4
2018-03-03,20193.292,-5.4,67.0,3.1
2018-03-04,19358.0,-5.0,79.0,2.6
2018-03-05,20780.208,-5.9,60.0,5.3
2018-03-06,20673.292,-4.05,57.0,3.0
2018-03-07,20195.583,-6.6,79.0,1.8
2018-03-08,19906.917,-4.7,72.0,3.5
2018-03-09,19708.875,-1.35,64.0,3.6
2018-03-10,18709.375,-2.35,90.0,1.8
2018-03-11,18774.75,-2.35,74.0,3.2
2018-03-12,19561.708,-1.35,82.0,3.0
2018-03-13,19110.333,-1.9,84.0,2.0
2018-03-14,19257.125,-4.0,79.0,2.9
2018-03-15,19532.042,-6.6,60.0,5.0
2018-03-16,20237.708,-6.15,44.0,4.8
2018-03-17,19497.25,-6.95,53.0,4.1
2018-03-18,18983.625,-0.8500000000000001,76.0,10.7
2018-03-19,19337.042,1.35,84.0,8.0
2018-03-20,18735.167,0.25,86.0,4.3
2018-03-21,18582.708,2.2,88.0,4.6
2018-03-22,18214.333,2.45,85.0,4.9
2018-03-23,18367.458,2.9,67.0,4.1
2018-03-24,16714.958,5.15,60.0,2.5
2018-03-25,16297.0,3.25,77.0,3.5
2018-03-26,18030.292,-2.9000000000000004,66.0,2.9
2018-03-27,18392.042,-4.75,57.0,3.8
2018-03-28,18079.958,-3.8,44.0,3.7
2018-03-29,17390.458,-2.4000000000000004,44.0,3.2
2018-03-30,17237.625,-3.35,55.0,3.9
2018-03-31,17022.25,-4.15,52.0,3.6
2018-04-01,16650.917,-2.6,63.0,2.9
2018-04-02,17160.375,-1.05,72.0,3.3
2018-04-03,18543.167,-0.3,61.0,4.8
2018-04-04,18013.0,2.75,64.0,5.1
2018-04-05,17777.417,1.85,90.0,3.6
2018-04-06,16969.0,2.05,70.0,5.4
2018-04-07,16302.333,2.5,70.0,2.8
2018-04-08,16014.542,3.35,85.0,2.7
2018-04-09,17130.75,3.05,62.0,2.7
2018-04-10,16657.875,2.95,47.0,5.4
2018-04-11,16258.292,4.45,54.0,2.7
2018-04-12,15867.292,6.550000000000001,37.0,5.2
2018-04-13,15247.917,10.6,22.0,4.1
2018-04-14,13980.333,8.85,53.0,2.4
2018-04-15,13509.5,8.149999999999999,46.0,3.9
2018-04-16,14927.792,10.2,41.0,3.5
2018-04-17,16202.833,8.95,60.0,3.5
2018-04-18,15954.292,8.9,87.0,2.0
2018-04-19,16047.75,8.899999999999999,74.0,3.3
2018-04-20,14328.417,9.25,93.0,3.0
2018-04-21,11957.167,6.75,84.0,10.4
2018-04-22,13774.25,6.85,69.0,3.7
2018-04-23,15040.5,9.5,66.0,3.9
2018-04-24,15026.167,7.199999999999999,80.0,4.1
2018-04-25,14915.875,6.5,72.0,6.1
2018-04-26,14970.333,5.4,81.0,1.9
2018-04-27,14880.125,6.5,80.0,2.9
2018-04-28,14223.583,6.55,80.0,3.3
2018-04-29,13920.875,5.6,74.0,3.3
2018-04-30,14680.917,5.05,60.0,3.6
2018-05-01,14698.792,7.2,53.0,5.5
2018-05-02,14718.792,9.35,53.0,3.6
2018-05-03,14732.0,10.0,66.0,5.3
2018-05-04,14736.958,7.649999999999999,71.0,2.8
2018-05-05,13175.833,11.75,71.0,2.6
2018-05-06,12650.833,11.55,79.0,3.1
2018-05-07,13720.208,8.95,75.0,3.6
2018-05-08,13426.958,12.1,52.0,3.5
2018-05-09,12812.875,19.55,33.0,6.5
2018-05-10,12282.958,20.35,43.0,6.3
2018-05-11,12977.333,13.05,92.0,4.3
2018-05-12,12250.542,10.95,74.0,2.9
2018-05-13,11913.083,14.05,72.0,2.6
2018-05-14,12693.625,17.25,66.0,3.4
2018-05-15,12591.375,15.9,75.0,3.8
2018-05-16,12610.708,12.8,72.0,5.9
2018-05-17,12025.792,8.5,65.0,4.7
2018-05-18,12564.25,10.3,65.0,3.9
2018-05-19,11859.708,10.95,61.0,3.6
2018-05-20,11445.292,14.45,51.0,3.0
2018-05-21,11680.042,17.1,60.0,3.8
2018-05-22,12785.792,13.3,75.0,4.6
2018-05-23,12767.333,10.2,63.0,4.2
2018-05-24,12393.417,11.9,67.0,4.5
2018-05-25,12222.708,13.25,70.0,4.4
2018-05-26,11450.625,13.1,74.0,3.2
2018-05-27,11285.292,14.15,56.0,3.8
2018-05-28,12163.583,17.75,66.0,3.4
2018-05-29,12066.125,15.9,72.0,5.4
2018-05-30,11966.75,14.5,65.0,4.2
2018-05-31,11966.333,17.5,60.0,3.5
2018-06-01,11923.75,17.25,77.0,3.7
2018-06-02,11297.792,15.35,66.0,4.9
2018-06-03,11167.208,14.0,74.0,6.9
2018-06-04,12215.5,10.3,70.0,9.5
2018-06-05,12541.708,7.5,68.0,6.9
2018-06-06,12543.292,8.35,63.0,3.0
2018-06-07,12388.542,10.25,86.0,8.0
2018-06-08,12278.583,10.0,83.0,4.6
2018-06-09,11371.333,12.2,72.0,4.5
2018-06-10,11350.083,12.75,81.0,4.5
2018-06-11,12423.958,11.05,80.0,4.1
2018-06-12,12630.667,9.65,74.0,4.8
2018-06-13,12542.25,10.55,70.0,2.4
2018-06-14,12336.25,15.25,60.0,6.3
2018-06-15,12132.667,15.7,61.0,3.6
2018-06-16,11417.792,12.9,66.0,3.5
2018-06-17,11379.583,13.5,70.0,3.8
2018-06-18,12395.792,14.75,74.0,3.3
2018-06-19,12443.833,12.5,74.0,6.3
2018-06-20,12717.458,11.3,66.0,6.5
2018-06-21,12774.917,10.3,78.0,5.6
2018-06-22,12568.167,9.45,85.0,12.0
2018-06-23,11903.042,9.3,87.0,6.7
2018-06-24,11435.792,11.25,84.0,2.6
2018-06-25,12337.833,12.6,88.0,3.0
2018-06-26,12358.0,13.0,74.0,4.0
2018-06-27,12276.167,14.25,70.0,3.4
2018-06-28,12261.333,13.55,85.0,7.6
2018-06-29,12068.458,10.35,77.0,6.1
2018-06-30,11296.917,11.05,69.0,3.1
2018-07-01,10983.25,14.7,63.0,4.4
2018-07-02,11677.542,16.200000000000003,68.0,5.0
2018-07-03,11848.833,15.05,69.0,3.3
2018-07-04,11922.875,13.95,67.0,2.8
2018-07-05,11871.875,14.15,76.0,5.9
2018-07-06,11704.708,14.15,69.0,4.4
2018-07-07,11049.75,13.1,71.0,3.9
2018-07-08,10829.667,12.9,73.0,4.1
2018-07-09,11687.417,13.45,80.0,2.7
2018-07-10,11598.792,14.5,70.0,4.1
2018-07-11,11576.333,17.5,74.0,3.8
2018-07-12,11475.292,17.55,81.0,4.9
2018-07-13,11543.667,15.6,75.0,5.2
2018-07-14,10857.583,14.9,77.0,3.1
2018-07-15,10669.583,16.4,68.0,4.1
2018-07-16,11305.667,20.1,69.0,4.0
2018-07-17,11220.333,19.9,74.0,3.3
2018-07-18,11195.667,21.5,67.0,3.7
2018-07-19,11151.292,18.15,79.0,3.6
2018-07-20,11225.208,16.05,82.0,3.3
2018-07-21,10685.292,16.95,79.0,4.2
2018-07-22,10525.125,17.0,74.0,4.8
2018-07-23,11344.417,17.45,78.0,2.5
2018-07-24,11328.042,17.8,78.0,4.0
2018-07-25,11134.167,17.1,87.0,4.3
2018-07-26,11234.542,16.95,66.0,3.4
2018-07-27,11120.833,24.450000000000003,46.0,4.4
2018-07-28,10526.417,27.5,50.0,6.9
2018-07-29,10281.917,24.75,70.0,5.2
2018-07-30,11270.25,22.75,45.0,4.9
2018-07-31,11359.25,24.75,53.0,3.6
2018-08-01,11303.083,22.200000000000003,70.0,4.4
2018-08-02,11477.292,15.95,84.0,2.9
2018-08-03,11336.708,15.9,85.0,2.7
2018-08-04,10760.625,16.6,80.0,4.2
2018-08-05,10495.083,14.1,85.0,5.7
2018-08-06,11789.875,13.25,75.0,5.2
2018-08-07,11860.417,15.05,68.0,2.5
2018-08-08,11952.042,19.7,66.0,3.3
2018-08-09,11808.25,18.2,79.0,3.8
2018-08-10,11793.0,15.0,93.0,3.9
2018-08-11,11069.333,13.75,76.0,8.4
2018-08-12,11350.25,11.9,81.0,6.4
2018-08-13,12413.167,12.55,82.0,4.2
2018-08-14,12379.083,11.85,77.0,3.6
2018-08-15,12268.125,13.8,76.0,3.2
2018-08-16,12181.25,17.4,83.0,3.1
2018-08-17,11849.333,15.65,82.0,3.1
2018-08-18,11338.667,13.9,80.0,3.7
2018-08-19,11323.042,13.15,80.0,7.4
2018-08-20,12546.167,11.4,85.0,6.1
2018-08-21,12578.375,11.1,77.0,5.0
2018-08-22,12592.125,12.6,78.0,3.9
2018-08-23,12421.833,13.4,70.0,2.9
2018-08-24,12432.917,14.3,75.0,3.6
2018-08-25,11827.417,11.95,81.0,3.1
2018-08-26,11642.583,10.85,78.0,2.3
2018-08-27,12951.667,9.6,81.0,3.2
2018-08-28,12779.083,12.5,83.0,2.3
2018-08-29,12800.458,15.85,60.0,6.2
2018-08-30,12509.542,14.1,82.0,4.1
2018-08-31,12588.333,12.1,72.0,2.5
2018-09-01,11930.833,13.1,68.0,2.9
2018-09-02,11485.083,15.0,76.0,2.5
2018-09-03,12565.583,16.35,81.0,3.7
2018-09-04,12733.417,13.0,92.0,1.8
2018-09-05,12775.542,12.05,88.0,2.6
2018-09-06,12851.917,14.75,72.0,3.4
2018-09-07,12535.583,16.6,62.0,4.4
2018-09-08,11775.292,16.35,70.0,3.9
2018-09-09,11652.625,16.55,61.0,5.4
2018-09-10,12511.417,15.95,72.0,4.2
2018-09-11,12804.417,12.65,70.0,3.1
2018-09-12,13201.125,12.55,74.0,7.1
2018-09-13,13390.167,11.5,71.0,5.2
2018-09-14,13299.917,10.85,75.0,2.8
2018-09-15,12623.0,10.55,72.0,7.7
2018-09-16,12678.167,10.65,69.0,5.2
2018-09-17,13543.458,11.05,80.0,2.6
2018-09-18,13059.417,11.55,85.0,3.2
2018-09-19,12959.0,15.85,69.0,3.6
2018-09-20,13318.958,15.35,53.0,5.0
2018-09-21,13493.917,10.55,72.0,3.5
2018-09-22,12866.0,9.85,82.0,11.0
2018-09-23,13074.667,7.75,82.0,10.8
2018-09-24,14687.208,5.85,79.0,9.0
2018-09-25,14888.917,7.4,75.0,5.7
2018-09-26,14059.375,8.95,80.0,11.3
2018-09-27,14839.708,7.65,82.0,5.5
2018-09-28,15043.958,5.5,85.0,7.1
2018-09-29,14111.083,6.4,73.0,4.2
2018-09-30,13597.917,7.6,85.0,6.0
2018-10-01,14981.083,6.4,82.0,4.6
2018-10-02,15482.292,4.199999999999999,85.0,2.5
2018-10-03,15494.5,4.85,86.0,3.5
2018-10-04,15668.542,5.550000000000001,81.0,2.9
2018-10-05,14840.417,7.7,63.0,6.0
2018-10-06,14531.917,6.7,87.0,4.9
2018-10-07,14547.375,3.8,74.0,4.0
2018-10-08,14850.542,7.4,75.0,5.1
2018-10-09,14472.5,6.9,93.0,2.4
2018-10-10,14125.333,8.7,86.0,2.9
2018-10-11,14108.625,9.9,73.0,3.0
2018-10-12,14088.25,14.95,57.0,4.6
2018-10-13,13106.625,15.85,74.0,6.2
2018-10-14,12782.25,15.6,74.0,6.8
2018-10-15,14435.958,10.1,88.0,3.0
2018-10-16,15053.75,7.2,69.0,3.1
2018-10-17,14437.958,10.6,75.0,2.5
2018-10-18,14832.75,8.350000000000001,79.0,6.6
2018-10-19,15421.25,7.75,84.0,3.5
2018-10-20,14690.5,7.6,83.0,2.4
2018-10-21,13841.875,8.399999999999999,86.0,4.1
2018-10-22,15349.042,5.8,83.0,6.7
2018-10-23,15549.458,3.9,86.0,6.6
2018-10-24,16160.75,4.2,84.0,8.6
2018-10-25,16092.292,3.5,92.0,4.3
2018-10-26,16810.583,2.7,93.0,1.7
2018-10-27,16484.625,-0.9,87.0,2.4
2018-10-28,16904.855,-3.2,82.0,3.5
2018-10-29,18413.333,-1.85,58.0,5.1
2018-10-30,18303.375,1.4,65.0,5.2
2018-10-31,17024.292,5.4,78.0,4.2
2018-11-01,16654.625,5.6,70.0,5.2
2018-11-02,16126.833,7.7,77.0,4.6
2018-11-03,15668.833,4.85,78.0,3.5
2018-11-04,14669.292,8.6,60.0,4.1
2018-11-05,15910.333,8.75,66.0,2.7
2018-11-06,15987.583,3.7,85.0,3.6
2018-11-07,15860.125,1.85,92.0,2.4
2018-11-08,15927.208,3.75,82.0,3.0
2018-11-09,15844.333,3.05,94.0,2.4
2018-11-10,14941.417,4.85,70.0,5.9
2018-11-11,14233.292,10.2,62.0,6.1
2018-11-12,15194.292,10.1,78.0,3.7
2018-11-13,15553.083,5.35,93.0,2.3
2018-11-14,16383.792,2.15,83.0,3.0
2018-11-15,15413.125,6.15,77.0,2.7
2018-11-16,15286.792,9.2,76.0,2.0
2018-11-17,15029.167,7.0,98.0,1.5
2018-11-18,15634.292,2.9,91.0,3.2
2018-11-19,17804.333,-1.85,91.0,2.7
2018-11-20,18179.667,-2.45,94.0,2.9
2018-11-21,18262.333,-2.25,84.0,3.9
2018-11-22,18869.083,-3.9,84.0,3.5
2018-11-23,19303.125,-1.05,95.0,1.9
2018-11-24,18287.167,0.15,99.0,1.7
2018-11-25,18208.042,0.95,92.0,4.0
2018-11-26,19791.292,1.8,90.0,3.9
2018-11-27,20276.458,-1.5,91.0,3.6
2018-11-28,20157.083,-4.949999999999999,74.0,4.6
2018-11-29,18599.917,1.95,57.0,6.2
2018-11-30,17159.375,7.55,57.0,6.9
2018-12-01,16089.0,8.0,55.0,5.8
2018-12-02,16045.167,6.15,58.0,5.0
2018-12-03,16767.0,3.35,85.0,2.8
2018-12-04,17853.833,2.5,85.0,10.4
2018-12-05,19000.125,1.5,85.0,6.9
2018-12-06,19453.875,-1.4,88.0,3.6
2018-12-07,19213.208,-3.05,85.0,2.8
2018-12-08,17948.167,-0.7000000000000001,89.0,2.5
2018-12-09,17833.042,0.15,95.0,2.8
2018-12-10,18825.5,1.3,86.0,4.5
2018-12-11,19189.542,1.3,94.0,2.7
2018-12-12,20229.5,-5.1,90.0,3.5
2018-12-13,20790.25,-10.5,86.0,3.8
2018-12-14,21282.833,-13.2,85.0,3.6
2018-12-15,20024.0,-12.3,77.0,3.9
2018-12-16,19207.417,-2.5,58.0,6.0
2018-12-17,20110.042,-1.15,75.0,3.1
2018-12-18,20470.333,-5.300000000000001,76.0,4.1
2018-12-19,19614.792,-1.6,59.0,6.7
2018-12-20,18865.667,3.3,60.0,8.1
2018-12-21,18866.333,1.25,59.0,6.2
2018-12-22,18590.5,-1.15,61.0,4.1
2018-12-23,18545.542,-4.05,76.0,3.2
2018-12-24,18857.042,-1.2,86.0,6.0
2018-12-25,17313.625,4.5,84.0,11.0
2018-12-26,17175.292,5.1,91.0,5.3
2018-12-27,17511.417,4.65,90.0,3.8
2018-12-28,18111.625,4.05,92.0,3.5
2018-12-29,17636.125,3.9,85.0,6.8
2018-12-30,17788.75,2.05,92.0,3.5
2018-12-31,17506.75,3.3,77.0,5.4
2019-01-01,17133.792,4.15,79.0,7.7
2019-01-02,18994.0,1.5499999999999998,90.0,6.8
2019-01-03,19064.708,3.2,92.0,7.8
2019-01-04,17849.833,6.2,94.0,8.1
2019-01-05,16722.167,5.75,97.0,2.9
2019-01-06,16800.417,5.3,94.0,4.5
2019-01-07,18741.333,3.6,81.0,4.3
2019-01-08,18836.542,1.5,88.0,3.7
2019-01-09,19022.208,1.2,85.0,4.7
2019-01-10,18926.583,2.6,88.0,7.4
2019-01-11,18584.333,3.5,86.0,15.6
2019-01-12,18372.333,1.7000000000000002,94.0,3.6
2019-01-13,18222.083,0.3,89.0,7.6
2019-01-14,20081.75,-0.6,84.0,7.7
2019-01-15,20147.833,-3.1,90.0,3.6
2019-01-16,20243.583,-8.25,88.0,3.3
2019-01-17,20808.208,-5.9,90.0,4.0
2019-01-18,20775.0,-2.25,92.0,6.4
2019-01-19,19406.958,-1.25,88.0,7.0
2019-01-20,19543.417,-4.25,92.0,2.9
2019-01-21,20798.75,-9.25,90.0,2.9
2019-01-22,20995.458,-10.0,89.0,3.0
2019-01-23,20558.958,-11.35,84.0,3.0
2019-01-24,20464.167,-9.85,82.0,2.9
2019-01-25,20393.167,-6.6,75.0,4.0
2019-01-26,19609.917,-4.25,55.0,7.1
2019-01-27,19733.667,-4.65,54.0,6.5
2019-01-28,21102.042,-4.85,61.0,3.9
2019-01-29,21624.458,-6.949999999999999,69.0,3.0
2019-01-30,21581.292,-6.6,66.0,3.2
2019-01-31,21209.917,-1.7000000000000002,51.0,5.6
2019-02-01,20203.917,-1.7,57.0,4.6
2019-02-02,19698.75,-4.2,61.0,5.6
2019-02-03,19445.917,-7.199999999999999,67.0,3.5
2019-02-04,20996.75,-8.55,81.0,2.3
2019-02-05,20518.5,-12.4,82.0,3.3
2019-02-06,20816.75,-9.45,79.0,3.0
2019-02-07,20272.0,-0.6499999999999999,65.0,2.9
2019-02-08,,0.8,86.0,3.1
2019-02-09,,0.85,76.0,3.3
2019-02-10,,0.7,92.0,3.9
2019-02-11,17541.0,0.4,90.0,6.9
2019-02-12,19308.417,0.2499999999999999,86.0,5.0
2019-02-13,17790.375,3.35,82.0,8.3
2019-02-14,17832.958,5.0,72.0,7.0
2019-02-15,17338.875,4.8,94.0,2.5
2019-02-16,16971.0,2.85,83.0,6.4
2019-02-17,16910.292,2.6,73.0,3.3
2019-02-18,17534.083,5.55,59.0,3.5
2019-02-19,17425.292,5.300000000000001,71.0,4.0
2019-02-20,18200.833,1.7,75.0,3.4
2019-02-21,18336.292,0.9,76.0,5.5
2019-02-22,17904.417,1.75,87.0,2.7
2019-02-23,16327.542,2.35,95.0,1.8
2019-02-24,16083.208,3.75,79.0,9.2
2019-02-25,17510.708,6.35,81.0,7.1
2019-02-26,17059.583,6.300000000000001,77.0,3.5
2019-02-27,17465.083,5.65,74.0,11.1
2019-02-28,17522.083,3.85,91.0,9.0
2019-03-01,17826.292,1.7,83.0,6.8
2019-03-02,17279.833,1.35,92.0,5.3
2019-03-03,16812.75,0.15,75.0,5.0
2019-03-04,18103.875,-1.35,72.0,3.6
2019-03-05,19044.417,-6.35,69.0,4.2
2019-03-06,19191.292,-7.8,68.0,4.1
2019-03-07,18700.917,-4.199999999999999,79.0,3.8
2019-03-08,18513.042,-1.55,81.0,6.4
2019-03-09,18000.167,-1.65,75.0,5.5
2019-03-10,17807.958,-6.0,76.0,2.8
2019-03-11,19179.667,-5.2,76.0,3.2
2019-03-12,19600.833,-2.7,58.0,7.4
2019-03-13,18660.583,-0.6000000000000001,69.0,5.8
2019-03-14,18672.375,0.0999999999999999,85.0,1.7
2019-03-15,18263.583,0.8,70.0,2.5
2019-03-16,17129.458,-0.75,73.0,2.6
2019-03-17,17080.583,0.25,68.0,4.9
2019-03-18,17843.583,1.35,72.0,5.3
2019-03-19,17656.083,3.25,60.0,3.7
2019-03-20,16796.875,4.45,85.0,5.6
2019-03-21,16314.167,4.6,69.0,8.2
2019-03-22,17059.417,4.7,54.0,6.8
2019-03-23,16032.208,5.1,80.0,9.8
2019-03-24,16236.042,1.7999999999999998,91.0,3.7
2019-03-25,17106.792,-0.5,85.0,6.8
2019-03-26,17283.708,1.65,84.0,5.0
2019-03-27,16469.167,3.55,87.0,4.9
2019-03-28,16076.792,5.949999999999999,71.0,4.9
2019-03-29,15715.792,7.15,84.0,6.9
2019-03-30,15537.125,2.2,90.0,5.9
2019-03-31,15728.917,0.5,88.0,8.3
2019-04-01,17105.958,1.2,77.0,2.2
2019-04-02,16603.458,3.0,52.0,3.4
2019-04-03,16637.167,5.25,53.0,3.2
2019-04-04,15939.292,4.6,68.0,3.4
2019-04-05,15402.542,6.4,56.0,6.5
2019-04-06,14878.417,5.1,57.0,5.1
2019-04-07,14841.875,4.800000000000001,64.0,4.5
2019-04-08,16168.25,2.0,60.0,3.2
2019-04-09,16509.625,0.7000000000000001,52.0,3.7
2019-04-10,16709.0,-0.8500000000000001,51.0,3.6
2019-04-11,16864.333,-0.3,46.0,3.4
2019-04-12,16478.042,0.65,55.0,3.6
2019-04-13,15193.167,1.4500000000000002,59.0,3.9
2019-04-14,14765.792,2.3,49.0,3.8
2019-04-15,15378.5,3.3,48.0,3.7
2019-04-16,15094.0,6.3,37.0,4.1
2019-04-17,14401.0,9.15,43.0,3.8
2019-04-18,13120.333,8.05,54.0,2.7
2019-04-19,12687.625,9.55,53.0,3.0
2019-04-20,12354.0,9.8,58.0,3.0
2019-04-21,12118.833,9.8,83.0,1.9
2019-04-22,12303.417,10.35,64.0,2.7
2019-04-23,13173.25,12.7,49.0,4.2
2019-04-24,13251.5,15.45,34.0,5.5
2019-04-25,13212.875,15.5,33.0,6.1
2019-04-26,13125.25,15.8,46.0,5.5
2019-04-27,12227.208,16.1,42.0,5.4
2019-04-28,12227.25,16.25,42.0,3.9
2019-04-29,13149.333,13.1,73.0,3.8
2019-04-30,12801.833,10.4,87.0,3.4
2019-05-01,12498.417,7.2,87.0,4.4
2019-05-02,14017.417,3.95,74.0,5.1
2019-05-03,14880.333,2.4,68.0,4.1
2019-05-04,13984.208,3.5,81.0,8.6
2019-05-05,13991.292,2.9,89.0,5.0
2019-05-06,15267.167,2.3,76.0,4.2
2019-05-07,15116.25,3.05,78.0,5.8
2019-05-08,14716.958,4.4,64.0,4.3
2019-05-09,14898.417,5.949999999999999,58.0,5.8
2019-05-10,14225.833,9.8,62.0,5.5
2019-05-11,13203.708,7.2,85.0,5.7
2019-05-12,13297.375,5.35,65.0,7.1
2019-05-13,14219.333,4.949999999999999,77.0,5.1
2019-05-14,13863.667,5.65,83.0,2.3
2019-05-15,13405.875,9.35,84.0,2.2
2019-05-16,12688.167,10.3,82.0,3.8
2019-05-17,11085.875,12.4,65.0,3.2
2019-05-18,11527.417,16.75,44.0,4.7
2019-05-19,11518.875,16.5,65.0,3.8
2019-05-20,12492.542,15.05,67.0,2.8
2019-05-21,12462.833,16.15,70.0,2.6
2019-05-22,12339.708,18.15,65.0,3.9
2019-05-23,12648.542,16.8,82.0,5.4
2019-05-24,12897.0,12.25,72.0,5.2
2019-05-25,12258.042,10.75,70.0,5.3
2019-05-26,12153.958,8.3,68.0,4.7
2019-05-27,13383.625,7.5,70.0,3.8
2019-05-28,13553.292,6.6,74.0,4.2
2019-05-29,13498.333,5.55,75.0,5.9
2019-05-30,12936.792,5.95,82.0,5.2
2019-05-31,13087.542,5.9,86.0,8.4
2019-06-01,12284.375,7.8,72.0,4.4
2019-06-02,12081.583,10.85,68.0,2.4
2019-06-03,12900.417,15.0,64.0,4.0
2019-06-04,12773.833,14.3,77.0,3.6
2019-06-05,13006.333,13.55,73.0,3.6
2019-06-06,12544.083,16.95,69.0,3.2
2019-06-07,12287.875,17.8,81.0,4.7
2019-06-08,11310.667,14.45,77.0,2.7
2019-06-09,11065.292,16.75,73.0,3.8
2019-06-10,11516.0,13.1,78.0,3.3
2019-06-11,12560.208,12.8,64.0,2.7
2019-06-12,12738.875,14.15,60.0,4.4
2019-06-13,12678.167,14.25,70.0,5.3
2019-06-14,12414.625,15.3,73.0,3.6
2019-06-15,11581.167,15.9,72.0,2.5
2019-06-16,11386.667,16.950000000000003,75.0,4.9
2019-06-17,12365.667,15.55,75.0,3.9
2019-06-18,12460.417,14.75,75.0,4.1
2019-06-19,12572.5,14.85,68.0,3.2
2019-06-20,12495.083,16.5,76.0,3.7
2019-06-21,12199.583,14.1,82.0,4.4
2019-06-22,11617.5,11.9,74.0,6.3
2019-06-23,11571.333,11.65,76.0,6.0
2019-06-24,12643.875,12.9,64.0,2.8
2019-06-25,12698.0,14.0,80.0,3.7
2019-06-26,12385.542,13.2,74.0,7.1
2019-06-27,12340.417,11.45,84.0,8.0
2019-06-28,12388.458,11.1,87.0,5.4
2019-06-29,11444.75,12.2,91.0,5.7
2019-06-30,11238.0,12.5,91.0,3.9
2019-07-01,12020.5,12.2,87.0,5.7
2019-07-02,12347.875,9.0,75.0,7.7
2019-07-03,12590.5,8.1,81.0,6.4
2019-07-04,12590.958,7.85,84.0,4.9
2019-07-05,12535.875,9.45,86.0,8.2
2019-07-06,11619.292,10.3,82.0,3.0
2019-07-07,11507.5,11.2,83.0,2.7
2019-07-08,12140.542,10.85,92.0,5.2
2019-07-09,12050.667,12.1,86.0,3.3
2019-07-10,11878.667,12.6,84.0,2.8
2019-07-11,11835.125,12.9,80.0,3.6
2019-07-12,11601.208,13.15,79.0,3.8
2019-07-13,10880.833,12.8,76.0,3.9
2019-07-14,10834.792,12.15,74.0,4.6
2019-07-15,11629.167,10.95,89.0,4.7
2019-07-16,11583.917,11.45,79.0,4.0
2019-07-17,11392.375,12.4,75.0,3.3
2019-07-18,11407.25,16.6,64.0,3.1
2019-07-19,11194.333,19.55,64.0,5.0
2019-07-20,10651.083,18.5,62.0,3.4
2019-07-21,10364.958,20.15,70.0,4.4
2019-07-22,11160.917,17.55,73.0,3.1
2019-07-23,10983.917,19.2,73.0,3.1
2019-07-24,10892.167,20.75,74.0,2.6
2019-07-25,10894.292,22.8,73.0,3.7
2019-07-26,10960.625,22.3,76.0,2.9
2019-07-27,10313.583,25.200000000000003,61.0,3.3
2019-07-28,10302.708,25.65,61.0,3.1
2019-07-29,11290.292,26.05,54.0,4.3
2019-07-30,11210.792,20.75,53.0,7.4
2019-07-31,11424.5,17.5,48.0,5.3
2019-08-01,11460.083,16.8,69.0,4.2
2019-08-02,11484.917,15.2,72.0,4.8
2019-08-03,10704.042,14.4,70.0,3.4
2019-08-04,10625.417,14.0,71.0,4.1
2019-08-05,11784.917,13.55,74.0,2.2
2019-08-06,11791.417,12.05,77.0,4.2
2019-08-07,11673.875,14.25,83.0,4.7
2019-08-08,11752.958,15.75,87.0,5.2
2019-08-09,11858.0,15.7,81.0,4.1
2019-08-10,10986.917,18.700000000000003,61.0,5.7
2019-08-11,10458.75,19.55,68.0,4.4
2019-08-12,11680.208,16.65,93.0,6.1
2019-08-13,11932.917,12.5,86.0,6.3
2019-08-14,12197.042,12.0,74.0,3.3
2019-08-15,12345.458,12.8,66.0,3.4
2019-08-16,12021.042,15.5,72.0,3.0
2019-08-17,11241.458,15.65,71.0,5.4
2019-08-18,11119.667,16.85,71.0,3.3
2019-08-19,12155.0,14.75,73.0,3.0
2019-08-20,12297.583,14.0,83.0,3.3
2019-08-21,12401.833,13.3,75.0,4.6
2019-08-22,12544.125,12.4,72.0,4.0
2019-08-23,12492.958,14.35,80.0,3.0
2019-08-24,11289.875,14.95,79.0,2.1
2019-08-25,11120.292,16.5,85.0,2.5
2019-08-26,12084.583,16.0,82.0,2.2
2019-08-27,12036.208,17.15,77.0,2.3
2019-08-28,11909.625,19.75,65.0,4.0
2019-08-29,11919.5,19.75,82.0,4.0
2019-08-30,11908.958,15.65,70.0,4.7
2019-08-31,11286.542,18.55,66.0,5.1
2019-09-01,11164.542,18.05,70.0,5.4
2019-09-02,12549.667,12.4,74.0,3.2
